,ADDRESS,ADPARCEL_,ADPARCEL_I,ADR_ID,AD_STREET,AD_SUFFIX,ANGLE,AREA,CITY_ID,CODE,DATE_ENTER,LAT,LON,PERIMETER,POLYGONID,SCALE,SOURCE,STATUS,STREET,STREET_DIR,STREET_IDX,STREET_NAM,STREET_NO,SUFFIX_DIR,TILE_NAME,X_HPGN,Y_HPGN,ZIPCITY,ZIPCODE,geometry,SequenceNum,SaleDate,SalePrice,PropertyType,IntendedUse,Deed,Financing,ValidationDescription,BuyerSellerRelated,Solar,PersonalProperty,PartialInterest,RecordingDate
103200760,2791 N CERRADA DE BETO,147099.0,252077.0,251412.0,CERRADA DE BETO,,0.0,0.0,TUC,0.0,2011-03-17,32.2571304618,-111.025778739,0.0,147099.0,1.0,PC DSD GIS,P,N CERRADA DE BETO,N,CERRA,CERRADA DE BETO,2791.0,,E131333,975393.0,458416.0,TUCSON,85745,POINT (-111.0257787390336 32.25713046191071),20161190598,201510,2250000,Commercial/Industrial,Unknown,Other,Other,Sale pursuant to a court order,No,No,No,No,2016-04-28
103202030,2655 N CRISWELL AV,149658.0,249495.0,248853.0,CRISWELL,AV,0.0,0.0,TUC,0.0,2000-02-19,32.2553592641,-111.023145134,0.0,149658.0,1.0,PC DSD GIS,P,N CRISWELL AV,N,CRISW,CRISWELL AV,2655.0,,E131333,976213.0,457779.0,TUCSON,85745,POINT (-111.0231451344448 32.25535926418263),20153010645,201509,364900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-10-28
103210620,2511 N IRONWOOD RIDGE DR,153802.0,245295.0,244669.0,IRONWOOD RIDGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2527162268,-111.016729751,0.0,153802.0,1.0,PC DSD GIS,P,N IRONWOOD RIDGE DR,N,IRONW,IRONWOOD RIDGE DR,2511.0,,E131333,978204.0,456834.0,TUCSON,85745,POINT (-111.016729751254 32.25271622682723),20150560215,201502,113000,Condo/Townhouse,NonPrimary,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-02-25
103210660,2495 N IRONWOOD RIDGE DR,154265.0,244824.0,244200.0,IRONWOOD RIDGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.25243062,-111.01673075,0.0,154265.0,1.0,PC DSD GIS,P,N IRONWOOD RIDGE DR,N,IRONW,IRONWOOD RIDGE DR,2495.0,,E131333,978205.0,456730.0,TUCSON,85745,POINT (-111.0167307496585 32.25243062010135),20150930498,201502,126750,Condo/Townhouse,NonPrimary,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-04-03
103210880,2438 N PALO DULCE DR,155519.0,243529.0,242907.0,PALO DULCE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2515333909,-111.017030314,0.0,155519.0,1.0,PC DSD GIS,P,N PALO DULCE DR,N,PALO,PALO DULCE DR,2438.0,,E131333,978115.0,456403.0,TUCSON,85745,POINT (-111.0170303136762 32.25153339092606),20160340230,201512,118000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-02-03
103210960,2470 N PALO DULCE DR,154741.0,244333.0,243708.0,PALO DULCE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2520917521,-111.017008634,0.0,154741.0,1.0,PC DSD GIS,P,N PALO DULCE DR,N,PALO,PALO DULCE DR,2470.0,,E131333,978120.0,456606.0,TUCSON,85745,POINT (-111.0170086343651 32.25209175216174),20153220486,201511,110000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-11-18
103211310,2479 N PALO DULCE DR,154519.0,244558.0,243933.0,PALO DULCE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2522300271,-111.017439908,0.0,154519.0,1.0,PC DSD GIS,P,N PALO DULCE DR,N,PALO,PALO DULCE DR,2479.0,,E131333,977986.0,456655.0,TUCSON,85745,POINT (-111.0174399075657 32.25223002714675),20152020488,201507,115000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-07-21
103211380,2451 N PALO DULCE DR,155060.0,244002.0,243378.0,PALO DULCE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2518560186,-111.017451276,0.0,155060.0,1.0,PC DSD GIS,P,N PALO DULCE DR,N,PALO,PALO DULCE DR,2451.0,,E131333,977984.0,456519.0,TUCSON,85745,POINT (-111.0174512763008 32.25185601868132),20151490683,201504,115000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-29
103211410,2439 N PALO DULCE DR,155356.0,243698.0,243071.0,PALO DULCE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2516591092,-111.017628292,0.0,155356.0,1.0,PC DSD GIS,P,N PALO DULCE DR,N,PALO,PALO DULCE DR,2439.0,,E131333,977930.0,456447.0,TUCSON,85745,POINT (-111.0176282923917 32.25165910931032),20151420509,201504,100000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-22
103211610,2496 N PALO SANTO DR,154073.0,245021.0,244397.0,PALO SANTO,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2525826146,-111.018051627,0.0,154073.0,1.0,PC DSD GIS,P,N PALO SANTO DR,N,PALO,PALO SANTO DR,2496.0,,E131333,977796.0,456782.0,TUCSON,85745,POINT (-111.0180516274188 32.2525826146855),20160280418,201512,80000,Condo/Townhouse,NonPrimary,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-01-28
103211670,2528 N PALO SANTO DR,153116.0,245994.0,245366.0,PALO SANTO,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2531251806,-111.017826122,0.0,153116.0,1.0,PC DSD GIS,P,N PALO SANTO DR,N,PALO,PALO SANTO DR,2528.0,,E131333,977864.0,456980.0,TUCSON,85745,POINT (-111.017826121831 32.25312518069006),20151491047,201504,115000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-05-29
103211690,2532 N PALO SANTO DR,153105.0,246006.0,245379.0,PALO SANTO,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2531300699,-111.017994278,0.0,153105.0,1.0,PC DSD GIS,P,N PALO SANTO DR,N,PALO,PALO SANTO DR,2532.0,,E131333,977812.0,456981.0,TUCSON,85745,POINT (-111.0179942780419 32.25313006996225),20152470368,201506,103500,Condo/Townhouse,PrimaryRes,Joint Tenancy Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-04
103211980,2535 N PALO SANTO DR,153140.0,245969.0,245341.0,PALO SANTO,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2531144169,-111.018353888,0.0,153140.0,1.0,PC DSD GIS,P,N PALO SANTO DR,N,PALO,PALO SANTO DR,2535.0,,E131333,977701.0,456974.0,TUCSON,85745,POINT (-111.01835388819 32.25311441695803),20152310165,201507,119900,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-08-19
103213640,2576 N IRONWOOD RIDGE DR,151730.0,247396.0,246770.0,IRONWOOD RIDGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2539843469,-111.017887203,0.0,151730.0,1.0,PC DSD GIS,P,N IRONWOOD RIDGE DR,N,IRONW,IRONWOOD RIDGE DR,2576.0,,E131333,977843.0,457292.0,TUCSON,85745,POINT (-111.0178872031987 32.25398434698933),20151811082,201506,120000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-30
103213700,2577 N PALO SANTO DR,151932.0,247193.0,246570.0,PALO SANTO,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2538563262,-111.01834173,0.0,151932.0,1.0,PC DSD GIS,P,N PALO SANTO DR,N,PALO,PALO SANTO DR,2577.0,,E131333,977702.0,457244.0,TUCSON,85745,POINT (-111.0183417304201 32.25385632626815),20153280386,201510,123500,Condo/Townhouse,NonPrimary,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-11-24
103213770,2501 N PALO SANTO DR,154099.0,244995.0,244371.0,PALO SANTO,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2525633598,-111.01842421,0.0,154099.0,1.0,PC DSD GIS,P,N PALO SANTO DR,N,PALO,PALO SANTO DR,2501.0,,E131333,977681.0,456774.0,TUCSON,85745,POINT (-111.0184242095818 32.25256335984363),20151910648,201507,100000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-10
103213780,2404 N PALO HACHA DR,156226.0,242801.0,242176.0,PALO HACHA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2510941261,-111.019110669,0.0,156226.0,1.0,PC DSD GIS,P,N PALO HACHA DR,N,PALO,PALO HACHA DR,2404.0,,E131333,977473.0,456237.0,TUCSON,85745,POINT (-111.0191106690147 32.25109412620888),20151970277,201507,109000,Condo/Townhouse,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-16
103213880,2428 N PALO HACHA DR,155653.0,243390.0,242765.0,PALO HACHA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2514480147,-111.018673341,0.0,155653.0,1.0,PC DSD GIS,P,N PALO HACHA DR,N,PALO,PALO HACHA DR,2428.0,,E131333,977607.0,456367.0,TUCSON,85745,POINT (-111.0186733413246 32.2514480147457),20152580523,201509,128500,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-15
103213890,2430 N PALO HACHA DR,155661.0,243381.0,242756.0,PALO HACHA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.251445825,-111.018752006,0.0,155661.0,1.0,PC DSD GIS,P,N PALO HACHA DR,N,PALO,PALO HACHA DR,2430.0,,E131333,977583.0,456366.0,TUCSON,85745,POINT (-111.0187520055989 32.2514458250938),20151000847,201504,95000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-10
103213910,2436 N PALO HACHA DR,155649.0,243394.0,242769.0,PALO HACHA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2514514999,-111.018982418,0.0,155649.0,1.0,PC DSD GIS,P,N PALO HACHA DR,N,PALO,PALO HACHA DR,2436.0,,E131333,977512.0,456368.0,TUCSON,85745,POINT (-111.018982417884 32.25145149997466),20151470585,201505,108500,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-27
103214020,2464 N PALO HACHA DR,154898.0,244168.0,243543.0,PALO HACHA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2519902923,-111.018540033,0.0,154898.0,1.0,PC DSD GIS,P,N PALO HACHA DR,N,PALO,PALO HACHA DR,2464.0,,E131333,977647.0,456565.0,TUCSON,85745,POINT (-111.018540033027 32.25199029238083),20152730081,201509,117000,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-30
103214290,2409 N PALO HACHA DR,156214.0,242813.0,242188.0,PALO HACHA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2511022093,-111.019535134,0.0,156214.0,1.0,PC DSD GIS,P,N PALO HACHA DR,N,PALO,PALO HACHA DR,2409.0,,E131333,977342.0,456239.0,TUCSON,85745,POINT (-111.019535134459 32.25110220934926),20150560216,201501,100000,Condo/Townhouse,NonPrimary,Warranty Deed,Other,Good Sale,No,No,No,No,2015-02-25
103214440,2242 W PAINTED SUNSET CI,146034.0,253155.0,252484.0,PAINTED SUNSET,CI,0.0,0.0,TUC,0.0,2000-02-19,32.2577383428,-111.015650103,0.0,146034.0,1.0,PC DSD GIS,P,W PAINTED SUNSET CI,W,PAINT,PAINTED SUNSET CI,2242.0,,E131333,978523.0,458664.0,TUCSON,85745,POINT (-111.0156501028732 32.25773834286653),20152120906,201507,145000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-31
103214660,2168 W PAINTED SUNSET CI,147179.0,251997.0,251334.0,PAINTED SUNSET,CI,0.0,0.0,TUC,0.0,2000-02-19,32.2569900975,-111.012863203,0.0,147179.0,1.0,PC DSD GIS,P,W PAINTED SUNSET CI,W,PAINT,PAINTED SUNSET CI,2168.0,,E131333,979387.0,458399.0,TUCSON,85745,POINT (-111.0128632025688 32.2569900975554),20152260581,201508,164900,Single Family,NonPrimary,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-08-14
103214960,2221 W PAINTED SUNSET CI,146825.0,252354.0,251691.0,PAINTED SUNSET,CI,0.0,0.0,TUC,0.0,2000-02-19,32.2572544383,-111.014621956,0.0,146825.0,1.0,PC DSD GIS,P,W PAINTED SUNSET CI,W,PAINT,PAINTED SUNSET CI,2221.0,,E131333,978842.0,458490.0,TUCSON,85745,POINT (-111.0146219560558 32.25725443832577),20150900878,201503,157000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-03-31
103215140,2135 W PAINTED SUNSET CI,147094.0,252083.0,251418.0,PAINTED SUNSET,CI,0.0,0.0,TUC,0.0,2000-02-19,32.2570483055,-111.013759687,0.0,147094.0,1.0,PC DSD GIS,P,W PAINTED SUNSET CI,W,PAINT,PAINTED SUNSET CI,2135.0,,E131333,979109.0,458417.0,TUCSON,85745,POINT (-111.0137596870427 32.25704830560052),20153240775,201511,178000,Single Family,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-11-20
103215350,2194 W BURLWOOD WY,151201.0,247933.0,247309.0,BURLWOOD,WY,0.0,0.0,TUC,0.0,2000-02-19,32.2542800427,-111.013735736,0.0,151201.0,1.0,PC DSD GIS,P,W BURLWOOD WY,W,BURLW,BURLWOOD WY,2194.0,,E131333,979125.0,457410.0,TUCSON,85745,POINT (-111.0137357362452 32.25428004275157),20150220363,201501,140000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-01-22
103215360,2188 W BURLWOOD WY,151332.0,247796.0,247171.0,BURLWOOD,WY,0.0,0.0,TUC,0.0,2000-02-19,32.2542011908,-111.013616023,0.0,151332.0,1.0,PC DSD GIS,P,W BURLWOOD WY,W,BURLW,BURLWOOD WY,2188.0,,E131333,979162.0,457382.0,TUCSON,85745,POINT (-111.0136160228046 32.25420119084722),20150510399,201501,156000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-02-20
103215560,2155 W SPLITWOOD PL,153457.0,245647.0,245021.0,SPLITWOOD,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2528766432,-111.01275314,0.0,153457.0,1.0,PC DSD GIS,P,W SPLITWOOD PL,W,SPLIT,SPLITWOOD PL,2155.0,,E131333,979433.0,456902.0,TUCSON,85745,POINT (-111.0127531397733 32.25287664323826),20152820529,201510,132700,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-10-09
103215740,2177 W BURLWOOD WY,151882.0,247243.0,246622.0,BURLWOOD,WY,0.0,0.0,TUC,0.0,2000-02-19,32.253843897,-111.013214006,0.0,151882.0,1.0,PC DSD GIS,P,W BURLWOOD WY,W,BURLW,BURLWOOD WY,2177.0,,E131333,979288.0,457253.0,TUCSON,85745,POINT (-111.013214006306 32.2538438971147),20153640170,201512,150900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-12-30
103215800,2225 W BURLWOOD WY,152007.0,247116.0,246492.0,BURLWOOD,WY,0.0,0.0,TUC,0.0,2000-02-19,32.253786789,-111.014237552,0.0,152007.0,1.0,PC DSD GIS,P,W BURLWOOD WY,W,BURLW,BURLWOOD WY,2225.0,,E131333,978971.0,457230.0,TUCSON,85745,POINT (-111.0142375525115 32.2537867890545),20150720647,201503,136000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-03-13
103215810,2231 W BURLWOOD WY,152181.0,246942.0,246320.0,BURLWOOD,WY,0.0,0.0,TUC,0.0,2000-02-19,32.253696351,-111.014359749,0.0,152181.0,1.0,PC DSD GIS,P,W BURLWOOD WY,W,BURLW,BURLWOOD WY,2231.0,,E131333,978934.0,457196.0,TUCSON,85745,POINT (-111.0143597490917 32.25369635110132),20152430485,201507,145000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-08-31
103216020,2252 W ROUNDWOOD PL,150262.0,248881.0,248246.0,ROUNDWOOD,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2548823191,-111.014775411,0.0,150262.0,1.0,PC DSD GIS,P,W ROUNDWOOD PL,W,ROUND,ROUNDWOOD PL,2252.0,,E131333,978802.0,457627.0,TUCSON,85745,POINT (-111.0147754111121 32.25488231919814),20150690640,201502,158000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-03-10
103216260,2219 W FROSTWOOD LN,149643.0,249510.0,248867.0,FROSTWOOD,LN,0.0,0.0,TUC,0.0,2000-02-19,32.2553058034,-111.014126291,0.0,149643.0,1.0,PC DSD GIS,P,W FROSTWOOD LN,W,FROST,FROSTWOOD LN,2219.0,,E131333,979001.0,457783.0,TUCSON,85745,POINT (-111.0141262907666 32.25530580347934),20152600363,201507,136000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-17
103216550,2136 W FROSTWOOD LN,149017.0,250145.0,249497.0,FROSTWOOD,LN,0.0,0.0,TUC,0.0,2000-02-19,32.2557284505,-111.012592053,0.0,149017.0,1.0,PC DSD GIS,P,W FROSTWOOD LN,W,FROST,FROSTWOOD LN,2136.0,,E131333,979474.0,457940.0,TUCSON,85745,POINT (-111.0125920532775 32.25572845054345),20151280218,201504,150000,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-05-08
103216810,2457 N SILVER MOSAIC DR,155488.0,243560.0,242937.0,SILVER MOSAIC,DR,0.0,0.0,TUC,0.0,2003-09-17,32.251549922,-111.015866285,0.0,155488.0,1.0,PC DSD GIS,P,N SILVER MOSAIC DR,N,SILVE,SILVER MOSAIC DR,2457.0,,E131333,978475.0,456412.0,TUCSON,85745,POINT (-111.015866285121 32.25154992204879),20151670095,201503,167450,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-06-16
103216950,2495 N SILVER MOSAIC DR,154381.0,244700.0,244076.0,SILVER MOSAIC,DR,0.0,0.0,TUC,0.0,2003-09-17,32.2523184285,-111.016090785,0.0,154381.0,1.0,PC DSD GIS,P,N SILVER MOSAIC DR,N,SILVE,SILVER MOSAIC DR,2495.0,,E131333,978403.0,456691.0,TUCSON,85745,POINT (-111.0160907846125 32.25231842855881),20151120513,201503,130000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-22
103217270,2786 N BELL HOLLOW PL,145856.0,253334.0,252664.0,BELL HOLLOW,PL,0.0,0.0,TUC,0.0,2005-04-28,32.2578692496,-111.020019925,0.0,145856.0,1.0,PC DSD GIS,P,N BELL HOLLOW PL,N,BELL,BELL HOLLOW PL,2786.0,,E131333,977171.0,458700.0,TUCSON,85745,POINT (-111.0200199247843 32.25786924963259),20153030033,201509,170000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-10-30
104060250,1875 W GARDNER LN,119373.0,280227.0,279471.0,GARDNER,LN,0.0,0.0,TUC,0.0,2000-02-19,32.2811383381,-111.006257966,0.0,119373.0,1.0,PC DSD GIS,P,W GARDNER LN,W,GARDN,GARDNER LN,1875.0,,E131322,981354.0,467201.0,TUCSON,85705,POINT (-111.0062579660288 32.28113833817498),20151050138,201503,89000,Commercial/Industrial,Unknown,Warranty Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,No,No,No,2015-04-15
104060540,1850 W PRICE ST,119896.0,279692.0,278935.0,PRICE,ST,0.0,0.0,TUC,0.0,2004-08-27,32.2804789969,-111.00566454,0.0,119896.0,1.0,PC DSD GIS,P,W PRICE ST,W,PRICE,PRICE ST,1850.0,,E131322,981539.0,466963.0,TUCSON,85705,POINT (-111.0056645397815 32.28047899697751),20153341107,201511,150000,Commercial/Industrial,Unknown,Warranty Deed,Other,Good Sale,No,No,No,No,2015-11-30
104060550,1840 W PRICE ST,119836.0,279753.0,278994.0,PRICE,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2805474005,-111.005382757,0.0,119836.0,1.0,PC DSD GIS,P,W PRICE ST,W,PRICE,PRICE ST,1840.0,,E131322,981626.0,466988.0,TUCSON,85705,POINT (-111.0053827573167 32.28054740052941),20153341107,201511,150000,Commercial/Industrial,Unknown,Warranty Deed,Other,Good Sale,No,No,No,No,2015-11-30
104071240,1462 W LA PASADITA ST,119815.0,279774.0,279015.0,LA PASADITA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2805089223,-110.996971222,0.0,119815.0,1.0,PC DSD GIS,P,W LA PASADITA ST,W,LA PA,LA PASADITA ST,1462.0,,E131322,984226.0,466997.0,TUCSON,85705,POINT (-110.9969712222177 32.28050892241175),20150210146,201501,75111,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-01-21
104071470,1469 W GARDNER ST,119567.0,280028.0,279269.0,GARDNER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2808021728,-110.997182626,0.0,119567.0,1.0,PC DSD GIS,P,W GARDNER ST,W,GARDN,GARDNER ST,1469.0,,E131322,984160.0,467103.0,TUCSON,85705,POINT (-110.997182626069 32.28080217287934),20153080172,201509,119400,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-11-04
104071560,4114 N LANGE AV,118837.0,280769.0,280014.0,LANGE,AV,0.0,0.0,TUC,0.0,2000-02-19,32.2817968045,-110.997550359,0.0,118837.0,1.0,PC DSD GIS,P,N LANGE AV,N,LANGE,LANGE AV,4114.0,,E131322,984043.0,467464.0,TUCSON,85705,POINT (-110.9975503591419 32.28179680460618),20151130246,201503,112500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-23
104071860,1541 W CALLE SIGLO,118291.0,281322.0,280563.0,CALLE SIGLO,,0.0,0.0,TUC,0.0,2000-02-19,32.2824435478,-110.998402316,0.0,118291.0,1.0,PC DSD GIS,P,W CALLE SIGLO,W,CALLE,CALLE SIGLO,1541.0,,E131322,983778.0,467697.0,TUCSON,85705,POINT (-110.9984023155435 32.28244354789503),20153640383,201511,94000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-12-30
10408055C,515 W AUTO MALL DR,112506.0,287218.0,286415.0,AUTO MALL,DR,0.0,0.0,TUC,0.0,2000-02-19,32.289629368,-110.980934654,0.0,112506.0,1.0,PC DSD GIS,P,W AUTO MALL DR,W,AUTO,AUTO MALL DR,515.0,,E131323,989153.0,470357.0,TUCSON,85705,POINT (-110.9809346543405 32.2896293681208),20151490389,201505,5150000,Commercial/Industrial,Unknown,Warranty Deed,Cash,Sale includes quantifiable Personal Property > 5%,No,No,Yes,No,2015-05-29
104090670,625 W LA PASADITA ST,120336.0,279244.0,278483.0,LA PASADITA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2797824509,-110.981772285,0.0,120336.0,1.0,PC DSD GIS,P,W LA PASADITA ST,W,LA PA,LA PASADITA ST,625.0,,E131323,988926.0,466773.0,TUCSON,85705,POINT (-110.9817722850365 32.27978245099047),20153030483,201510,52500,Single Family,Rental,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-10-30
104090670,625 W LA PASADITA ST,120336.0,279244.0,278483.0,LA PASADITA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2797824509,-110.981772285,0.0,120336.0,1.0,PC DSD GIS,P,W LA PASADITA ST,W,LA PA,LA PASADITA ST,625.0,,E131323,988926.0,466773.0,TUCSON,85705,POINT (-110.9817722850365 32.27978245099047),20161320268,201510,115000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-05-11
104090720,610 W LA PASADITA ST,119971.0,279614.0,278856.0,LA PASADITA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2802059591,-110.98137036,0.0,119971.0,1.0,PC DSD GIS,P,W LA PASADITA ST,W,LA PA,LA PASADITA ST,610.0,,E131323,989048.0,466928.0,TUCSON,85705,POINT (-110.9813703603281 32.28020595919591),20152400545,201507,93000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-08-28
104090730,618 W LA PASADITA ST,119973.0,279612.0,278854.0,LA PASADITA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2802056053,-110.981566121,0.0,119973.0,1.0,PC DSD GIS,P,W LA PASADITA ST,W,LA PA,LA PASADITA ST,618.0,,E131323,988988.0,466927.0,TUCSON,85705,POINT (-110.9815661205647 32.28020560535828),20150340089,201501,44000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-02-03
104090730,618 W LA PASADITA ST,119973.0,279612.0,278854.0,LA PASADITA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2802056053,-110.981566121,0.0,119973.0,1.0,PC DSD GIS,P,W LA PASADITA ST,W,LA PA,LA PASADITA ST,618.0,,E131323,988988.0,466927.0,TUCSON,85705,POINT (-110.9815661205647 32.28020560535828),20151770741,201504,88000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-26
104090730,618 W LA PASADITA ST,119973.0,279612.0,278854.0,LA PASADITA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2802056053,-110.981566121,0.0,119973.0,1.0,PC DSD GIS,P,W LA PASADITA ST,W,LA PA,LA PASADITA ST,618.0,,E131323,988988.0,466927.0,TUCSON,85705,POINT (-110.9815661205647 32.28020560535828),20153440364,201504,88000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-12-10
104090760,642 W LA PASADITA ST,119968.0,279617.0,278860.0,LA PASADITA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2802181752,-110.982161755,0.0,119968.0,1.0,PC DSD GIS,P,W LA PASADITA ST,W,LA PA,LA PASADITA ST,642.0,,E131323,988804.0,466930.0,TUCSON,85705,POINT (-110.9821617550819 32.28021817531761),20151740269,201506,48369,Single Family,Rental,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-06-23
104090890,634 W EL CAMINITO PL,119394.0,280206.0,279450.0,EL CAMINITO,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2809363193,-110.981957621,0.0,119394.0,1.0,PC DSD GIS,P,W EL CAMINITO PL,W,EL CA,EL CAMINITO PL,634.0,,E131323,988865.0,467192.0,TUCSON,85705,POINT (-110.9819576208617 32.28093631940267),20153341115,201507,73720,Single Family,Rental,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-11-30
10508289A,4958 N VIA CARINA,106442.0,293394.0,292581.0,VIA CARINA,,0.0,0.0,PC,0.0,2000-02-19,32.2962798392,-110.981477572,0.0,106442.0,1.0,PC DSD GIS,P,N VIA CARINA,N,VIA C,VIA CARINA,4958.0,,E131314,988964.0,472775.0,TUCSON,85704,POINT (-110.9814775717478 32.29627983931265),20153010673,201510,81500,Single Family,NonPrimary,Warranty Deed,Other,Sale to or from a government agency,No,No,No,No,2015-10-28
