,ADDRESS,ADPARCEL_,ADPARCEL_I,ADR_ID,AD_STREET,AD_SUFFIX,ANGLE,AREA,CITY_ID,CODE,DATE_ENTER,LAT,LON,PERIMETER,POLYGONID,SCALE,SOURCE,STATUS,STREET,STREET_DIR,STREET_IDX,STREET_NAM,STREET_NO,SUFFIX_DIR,TILE_NAME,X_HPGN,Y_HPGN,ZIPCITY,ZIPCODE,geometry,SequenceNum,SaleDate,SalePrice,PropertyType,IntendedUse,Deed,Financing,ValidationDescription,BuyerSellerRelated,Solar,PersonalProperty,PartialInterest,RecordingDate,SchDistr,X_PRJ,Y_PRJ
103190560,2810 N TIPPECANOE AV,144697.0,254513.0,253844.0,TIPPECANOE,AV,0.0,0.0,TUC,0.0,2000-02-19,32.2586349349,-111.026052152,0.0,144697.0,1.0,PC DSD GIS,P,N TIPPECANOE AV,N,TIPPE,TIPPECANOE AV,2810.0,,E131333,975304.0,458963.0,TUCSON,85745,POINT (775511.4528775354 458921.5567077023),20151350096,201504,167000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-15,Tucson Unified District,775511.4528775354,458921.5567077023
103191170,2912 N XOCHIPILLI DR,142536.0,256716.0,256044.0,XOCHIPILLI,DR,0.0,0.0,TUC,0.0,2003-05-27,32.2599327047,-111.020297051,0.0,142536.0,1.0,PC DSD GIS,P,N XOCHIPILLI DR,N,XOCHI,XOCHIPILLI DR,2912.0,,E131333,977080.0,459450.0,TUCSON,85745,POINT (777286.5672181386 459408.5001074508),20151070212,201503,145000,Single Family,PrimaryRes,Warranty Deed,Other,Sale to or from a government agency,No,No,No,No,2015-04-17,Tucson Unified District,777286.5672181386,459408.5001074508
103200340,2750 W TIPPECANOE TR,151537.0,247591.0,246967.0,TIPPECANOE,TR,0.0,0.0,TUC,0.0,2000-02-19,32.2541709336,-111.026015475,0.0,151537.0,1.0,PC DSD GIS,P,W TIPPECANOE TR,W,TIPPE,TIPPECANOE TR,2750.0,,E131333,975329.0,457339.0,TUCSON,85745,POINT (775536.209415697 457297.6784363581),20151810870,201504,210000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-30,Tucson Unified District,775536.209415697,457297.67843635805
103200720,2830 W KELSO PL,147024.0,252153.0,251487.0,KELSO,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2572094909,-111.027754459,0.0,147024.0,1.0,PC DSD GIS,P,W KELSO PL,W,KELSO,KELSO PL,2830.0,,E131333,974782.0,458440.0,TUCSON,85745,POINT (774989.5056116232 458398.6237384451),20151700746,201506,249500,Single Family,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-06-19,Tucson Unified District,774989.5056116232,458398.62373844505
10320075B,2797 N CERRADA DE BETO,148301.0,250867.0,250216.0,CERRADA DE BETO,,0.0,0.0,TUC,0.0,2011-03-17,32.2563206824,-111.02418319,0.0,148301.0,1.0,PC DSD GIS,P,N CERRADA DE BETO,N,CERRA,CERRADA DE BETO,2797.0,,E131333,975889.0,458126.0,TUCSON,85745,POINT (776096.1650103594 458084.4510217502),20161190598,201510,2250000,Commercial/Industrial,Unknown,Other,Other,Sale pursuant to a court order,No,No,No,No,2016-04-28,Tucson Unified District,776096.1650103594,458084.45102175017
103200760,2801 N SILVERBELL RD,146396.0,252785.0,252116.0,SILVERBELL,RD,0.0,0.0,TUC,0.0,,32.2575725154,-111.025269783,0.0,146396.0,1.0,PC DSD GIS,U,N SILVERBELL RD,N,SILVE,SILVERBELL RD,2801.0,,E131333,975549.0,458578.0,TUCSON,85745,POINT (775756.4982422048 458537.0653669334),20161190598,201510,2250000,Commercial/Industrial,Unknown,Other,Other,Sale pursuant to a court order,No,No,No,No,2016-04-28,Tucson Unified District,775756.4982422048,458537.0653669334
103200760,2791 N CERRADA DE BETO,147099.0,252077.0,251412.0,CERRADA DE BETO,,0.0,0.0,TUC,0.0,2011-03-17,32.2571304618,-111.025778739,0.0,147099.0,1.0,PC DSD GIS,P,N CERRADA DE BETO,N,CERRA,CERRADA DE BETO,2791.0,,E131333,975393.0,458416.0,TUCSON,85745,POINT (775600.4951589629 458374.9418757185),20161190598,201510,2250000,Commercial/Industrial,Unknown,Other,Other,Sale pursuant to a court order,No,No,No,No,2016-04-28,Tucson Unified District,775600.4951589629,458374.9418757185
103202030,2655 N CRISWELL AV,149658.0,249495.0,248853.0,CRISWELL,AV,0.0,0.0,TUC,0.0,2000-02-19,32.2553592641,-111.023145134,0.0,149658.0,1.0,PC DSD GIS,P,N CRISWELL AV,N,CRISW,CRISWELL AV,2655.0,,E131333,976213.0,457779.0,TUCSON,85745,POINT (776419.9602164058 457737.3659209776),20153010645,201509,364900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-10-28,Tucson Unified District,776419.9602164058,457737.36592097755
103210620,2511 N IRONWOOD RIDGE DR,153802.0,245295.0,244669.0,IRONWOOD RIDGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2527162268,-111.016729751,0.0,153802.0,1.0,PC DSD GIS,P,N IRONWOOD RIDGE DR,N,IRONW,IRONWOOD RIDGE DR,2511.0,,E131333,978204.0,456834.0,TUCSON,85745,POINT (778411.2074633228 456792.430475517),20150560215,201502,113000,Condo/Townhouse,NonPrimary,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-02-25,Tucson Unified District,778411.2074633228,456792.430475517
103210660,2495 N IRONWOOD RIDGE DR,154265.0,244824.0,244200.0,IRONWOOD RIDGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.25243062,-111.01673075,0.0,154265.0,1.0,PC DSD GIS,P,N IRONWOOD RIDGE DR,N,IRONW,IRONWOOD RIDGE DR,2495.0,,E131333,978205.0,456730.0,TUCSON,85745,POINT (778411.7661182067 456688.5261477135),20150930498,201502,126750,Condo/Townhouse,NonPrimary,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-04-03,Tucson Unified District,778411.7661182067,456688.5261477135
103210880,2438 N PALO DULCE DR,155519.0,243529.0,242907.0,PALO DULCE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2515333909,-111.017030314,0.0,155519.0,1.0,PC DSD GIS,P,N PALO DULCE DR,N,PALO,PALO DULCE DR,2438.0,,E131333,978115.0,456403.0,TUCSON,85745,POINT (778321.8810549395 456361.3434921798),20160340230,201512,118000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-02-03,Tucson Unified District,778321.8810549395,456361.34349217976
103210960,2470 N PALO DULCE DR,154741.0,244333.0,243708.0,PALO DULCE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2520917521,-111.017008634,0.0,154741.0,1.0,PC DSD GIS,P,N PALO DULCE DR,N,PALO,PALO DULCE DR,2470.0,,E131333,978120.0,456606.0,TUCSON,85745,POINT (778326.8881441839 456564.5276123215),20153220486,201511,110000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-11-18,Tucson Unified District,778326.8881441839,456564.52761232154
103211310,2479 N PALO DULCE DR,154519.0,244558.0,243933.0,PALO DULCE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2522300271,-111.017439908,0.0,154519.0,1.0,PC DSD GIS,P,N PALO DULCE DR,N,PALO,PALO DULCE DR,2479.0,,E131333,977986.0,456655.0,TUCSON,85745,POINT (778193.1420960836 456613.7129372781),20152020488,201507,115000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-07-21,Tucson Unified District,778193.1420960836,456613.71293727815
103211380,2451 N PALO DULCE DR,155060.0,244002.0,243378.0,PALO DULCE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2518560186,-111.017451276,0.0,155060.0,1.0,PC DSD GIS,P,N PALO DULCE DR,N,PALO,PALO DULCE DR,2451.0,,E131333,977984.0,456519.0,TUCSON,85745,POINT (778190.7623390827 456477.6218128129),20151490683,201504,115000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-29,Tucson Unified District,778190.7623390827,456477.6218128129
103211410,2439 N PALO DULCE DR,155356.0,243698.0,243071.0,PALO DULCE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2516591092,-111.017628292,0.0,155356.0,1.0,PC DSD GIS,P,N PALO DULCE DR,N,PALO,PALO DULCE DR,2439.0,,E131333,977930.0,456447.0,TUCSON,85745,POINT (778136.6356996293 456405.5287880478),20151420509,201504,100000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-22,Tucson Unified District,778136.6356996293,456405.52878804784
103211610,2496 N PALO SANTO DR,154073.0,245021.0,244397.0,PALO SANTO,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2525826146,-111.018051627,0.0,154073.0,1.0,PC DSD GIS,P,N PALO SANTO DR,N,PALO,PALO SANTO DR,2496.0,,E131333,977796.0,456782.0,TUCSON,85745,POINT (778002.9623651084 456740.3967459031),20160280418,201512,80000,Condo/Townhouse,NonPrimary,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-01-28,Tucson Unified District,778002.9623651084,456740.39674590307
103211670,2528 N PALO SANTO DR,153116.0,245994.0,245366.0,PALO SANTO,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2531251806,-111.017826122,0.0,153116.0,1.0,PC DSD GIS,P,N PALO SANTO DR,N,PALO,PALO SANTO DR,2528.0,,E131333,977864.0,456980.0,TUCSON,85745,POINT (778071.0305446107 456938.3626708578),20151491047,201504,115000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-05-29,Tucson Unified District,778071.0305446107,456938.36267085775
103211690,2532 N PALO SANTO DR,153105.0,246006.0,245379.0,PALO SANTO,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2531300699,-111.017994278,0.0,153105.0,1.0,PC DSD GIS,P,N PALO SANTO DR,N,PALO,PALO SANTO DR,2532.0,,E131333,977812.0,456981.0,TUCSON,85745,POINT (778019.031445969 456939.7057092458),20152470368,201506,103500,Condo/Townhouse,PrimaryRes,Joint Tenancy Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-04,Tucson Unified District,778019.031445969,456939.7057092458
103211980,2535 N PALO SANTO DR,153140.0,245969.0,245341.0,PALO SANTO,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2531144169,-111.018353888,0.0,153140.0,1.0,PC DSD GIS,P,N PALO SANTO DR,N,PALO,PALO SANTO DR,2535.0,,E131333,977701.0,456974.0,TUCSON,85745,POINT (777907.9080383898 456933.079881512),20152310165,201507,119900,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-08-19,Tucson Unified District,777907.9080383898,456933.079881512
103213640,2576 N IRONWOOD RIDGE DR,151730.0,247396.0,246770.0,IRONWOOD RIDGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2539843469,-111.017887203,0.0,151730.0,1.0,PC DSD GIS,P,N IRONWOOD RIDGE DR,N,IRONW,IRONWOOD RIDGE DR,2576.0,,E131333,977843.0,457292.0,TUCSON,85745,POINT (778049.5418898617 457250.7631540314),20151811082,201506,120000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-30,Tucson Unified District,778049.5418898617,457250.76315403136
103213700,2577 N PALO SANTO DR,151932.0,247193.0,246570.0,PALO SANTO,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2538563262,-111.01834173,0.0,151932.0,1.0,PC DSD GIS,P,N PALO SANTO DR,N,PALO,PALO SANTO DR,2577.0,,E131333,977702.0,457244.0,TUCSON,85745,POINT (777909.4174955001 457203.0128094668),20153280386,201510,123500,Condo/Townhouse,NonPrimary,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-11-24,Tucson Unified District,777909.4174955001,457203.0128094668
103213770,2501 N PALO SANTO DR,154099.0,244995.0,244371.0,PALO SANTO,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2525633598,-111.01842421,0.0,154099.0,1.0,PC DSD GIS,P,N PALO SANTO DR,N,PALO,PALO SANTO DR,2501.0,,E131333,977681.0,456774.0,TUCSON,85745,POINT (777887.8389858212 456732.4270725508),20151910648,201507,100000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-10,Tucson Unified District,777887.8389858212,456732.42707255075
103213780,2404 N PALO HACHA DR,156226.0,242801.0,242176.0,PALO HACHA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2510941261,-111.019110669,0.0,156226.0,1.0,PC DSD GIS,P,N PALO HACHA DR,N,PALO,PALO HACHA DR,2404.0,,E131333,977473.0,456237.0,TUCSON,85745,POINT (777680.0736321806 456196.1535510998),20151970277,201507,109000,Condo/Townhouse,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-16,Tucson Unified District,777680.0736321806,456196.15355109976
103213880,2428 N PALO HACHA DR,155653.0,243390.0,242765.0,PALO HACHA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2514480147,-111.018673341,0.0,155653.0,1.0,PC DSD GIS,P,N PALO HACHA DR,N,PALO,PALO HACHA DR,2428.0,,E131333,977607.0,456367.0,TUCSON,85745,POINT (777814.2009434719 456326.0274215186),20152580523,201509,128500,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-15,Tucson Unified District,777814.2009434719,456326.02742151864
103213890,2430 N PALO HACHA DR,155661.0,243381.0,242756.0,PALO HACHA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.251445825,-111.018752006,0.0,155661.0,1.0,PC DSD GIS,P,N PALO HACHA DR,N,PALO,PALO HACHA DR,2430.0,,E131333,977583.0,456366.0,TUCSON,85745,POINT (777789.8886499755 456325.0272304066),20151000847,201504,95000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-10,Tucson Unified District,777789.8886499755,456325.02723040665
103213910,2436 N PALO HACHA DR,155649.0,243394.0,242769.0,PALO HACHA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2514514999,-111.018982418,0.0,155649.0,1.0,PC DSD GIS,P,N PALO HACHA DR,N,PALO,PALO HACHA DR,2436.0,,E131333,977512.0,456368.0,TUCSON,85745,POINT (777718.6398901318 456326.4954250193),20151470585,201505,108500,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-27,Tucson Unified District,777718.6398901318,456326.4954250193
103214020,2464 N PALO HACHA DR,154898.0,244168.0,243543.0,PALO HACHA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2519902923,-111.018540033,0.0,154898.0,1.0,PC DSD GIS,P,N PALO HACHA DR,N,PALO,PALO HACHA DR,2464.0,,E131333,977647.0,456565.0,TUCSON,85745,POINT (777853.769555925 456523.6492856658),20152730081,201509,117000,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-30,Tucson Unified District,777853.769555925,456523.64928566583
103214290,2409 N PALO HACHA DR,156214.0,242813.0,242188.0,PALO HACHA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2511022093,-111.019535134,0.0,156214.0,1.0,PC DSD GIS,P,N PALO HACHA DR,N,PALO,PALO HACHA DR,2409.0,,E131333,977342.0,456239.0,TUCSON,85745,POINT (777548.825893365 456197.9962217774),20150560216,201501,100000,Condo/Townhouse,NonPrimary,Warranty Deed,Other,Good Sale,No,No,No,No,2015-02-25,Tucson Unified District,777548.825893365,456197.9962217774
103214440,2242 W PAINTED SUNSET CI,146034.0,253155.0,252484.0,PAINTED SUNSET,CI,0.0,0.0,TUC,0.0,2000-02-19,32.2577383428,-111.015650103,0.0,146034.0,1.0,PC DSD GIS,P,W PAINTED SUNSET CI,W,PAINT,PAINTED SUNSET CI,2242.0,,E131333,978523.0,458664.0,TUCSON,85745,POINT (778729.7044640281 458622.2446206158),20152120906,201507,145000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-31,Tucson Unified District,778729.7044640281,458622.2446206158
103214660,2168 W PAINTED SUNSET CI,147179.0,251997.0,251334.0,PAINTED SUNSET,CI,0.0,0.0,TUC,0.0,2000-02-19,32.2569900975,-111.012863203,0.0,147179.0,1.0,PC DSD GIS,P,W PAINTED SUNSET CI,W,PAINT,PAINTED SUNSET CI,2168.0,,E131333,979387.0,458399.0,TUCSON,85745,POINT (779593.4940512553 458357.2876487664),20152260581,201508,164900,Single Family,NonPrimary,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-08-14,Tucson Unified District,779593.4940512553,458357.28764876636
103214960,2221 W PAINTED SUNSET CI,146825.0,252354.0,251691.0,PAINTED SUNSET,CI,0.0,0.0,TUC,0.0,2000-02-19,32.2572544383,-111.014621956,0.0,146825.0,1.0,PC DSD GIS,P,W PAINTED SUNSET CI,W,PAINT,PAINTED SUNSET CI,2221.0,,E131333,978842.0,458490.0,TUCSON,85745,POINT (779049.0059345298 458448.8753359343),20150900878,201503,157000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-03-31,Tucson Unified District,779049.0059345298,458448.87533593434
103215140,2135 W PAINTED SUNSET CI,147094.0,252083.0,251418.0,PAINTED SUNSET,CI,0.0,0.0,TUC,0.0,2000-02-19,32.2570483055,-111.013759687,0.0,147094.0,1.0,PC DSD GIS,P,W PAINTED SUNSET CI,W,PAINT,PAINTED SUNSET CI,2135.0,,E131333,979109.0,458417.0,TUCSON,85745,POINT (779316.1864515116 458376.1288439789),20153240775,201511,178000,Single Family,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-11-20,Tucson Unified District,779316.1864515116,458376.12884397886
103215350,2194 W BURLWOOD WY,151201.0,247933.0,247309.0,BURLWOOD,WY,0.0,0.0,TUC,0.0,2000-02-19,32.2542800427,-111.013735736,0.0,151201.0,1.0,PC DSD GIS,P,W BURLWOOD WY,W,BURLW,BURLWOOD WY,2194.0,,E131333,979125.0,457410.0,TUCSON,85745,POINT (779332.0252164126 457369.1157235135),20150220363,201501,140000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-01-22,Tucson Unified District,779332.0252164126,457369.11572351353
103215360,2188 W BURLWOOD WY,151332.0,247796.0,247171.0,BURLWOOD,WY,0.0,0.0,TUC,0.0,2000-02-19,32.2542011908,-111.013616023,0.0,151332.0,1.0,PC DSD GIS,P,W BURLWOOD WY,W,BURLW,BURLWOOD WY,2188.0,,E131333,979162.0,457382.0,TUCSON,85745,POINT (779369.2735966841 457340.7415428525),20150510399,201501,156000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-02-20,Tucson Unified District,779369.2735966841,457340.7415428525
103215560,2155 W SPLITWOOD PL,153457.0,245647.0,245021.0,SPLITWOOD,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2528766432,-111.01275314,0.0,153457.0,1.0,PC DSD GIS,P,W SPLITWOOD PL,W,SPLIT,SPLITWOOD PL,2155.0,,E131333,979433.0,456902.0,TUCSON,85745,POINT (779640.0646560406 456861.127383928),20152820529,201510,132700,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-10-09,Tucson Unified District,779640.0646560406,456861.12738392805
103215740,2177 W BURLWOOD WY,151882.0,247243.0,246622.0,BURLWOOD,WY,0.0,0.0,TUC,0.0,2000-02-19,32.253843897,-111.013214006,0.0,151882.0,1.0,PC DSD GIS,P,W BURLWOOD WY,W,BURLW,BURLWOOD WY,2177.0,,E131333,979288.0,457253.0,TUCSON,85745,POINT (779494.6419414787 457211.8072343778),20153640170,201512,150900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-12-30,Tucson Unified District,779494.6419414787,457211.80723437783
103215800,2225 W BURLWOOD WY,152007.0,247116.0,246492.0,BURLWOOD,WY,0.0,0.0,TUC,0.0,2000-02-19,32.253786789,-111.014237552,0.0,152007.0,1.0,PC DSD GIS,P,W BURLWOOD WY,W,BURLW,BURLWOOD WY,2225.0,,E131333,978971.0,457230.0,TUCSON,85745,POINT (779178.3962666488 457188.3676391588),20150720647,201503,136000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-03-13,Tucson Unified District,779178.3962666488,457188.3676391588
103215810,2231 W BURLWOOD WY,152181.0,246942.0,246320.0,BURLWOOD,WY,0.0,0.0,TUC,0.0,2000-02-19,32.253696351,-111.014359749,0.0,152181.0,1.0,PC DSD GIS,P,W BURLWOOD WY,W,BURLW,BURLWOOD WY,2231.0,,E131333,978934.0,457196.0,TUCSON,85745,POINT (779140.8956947315 457155.1490798797),20152430485,201507,145000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-08-31,Tucson Unified District,779140.8956947315,457155.14907987975
103216020,2252 W ROUNDWOOD PL,150262.0,248881.0,248246.0,ROUNDWOOD,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2548823191,-111.014775411,0.0,150262.0,1.0,PC DSD GIS,P,W ROUNDWOOD PL,W,ROUND,ROUNDWOOD PL,2252.0,,E131333,978802.0,457627.0,TUCSON,85745,POINT (779008.7881724719 457585.51532335),20150690640,201502,158000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-03-10,Tucson Unified District,779008.7881724719,457585.51532335003
103216260,2219 W FROSTWOOD LN,149643.0,249510.0,248867.0,FROSTWOOD,LN,0.0,0.0,TUC,0.0,2000-02-19,32.2553058034,-111.014126291,0.0,149643.0,1.0,PC DSD GIS,P,W FROSTWOOD LN,W,FROST,FROSTWOOD LN,2219.0,,E131333,979001.0,457783.0,TUCSON,85745,POINT (779208.1655078251 457741.26423143),20152600363,201507,136000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-17,Tucson Unified District,779208.1655078251,457741.26423143
103216550,2136 W FROSTWOOD LN,149017.0,250145.0,249497.0,FROSTWOOD,LN,0.0,0.0,TUC,0.0,2000-02-19,32.2557284505,-111.012592053,0.0,149017.0,1.0,PC DSD GIS,P,W FROSTWOOD LN,W,FROST,FROSTWOOD LN,2136.0,,E131333,979474.0,457940.0,TUCSON,85745,POINT (779681.1635547961 457899.0153839639),20151280218,201504,150000,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-05-08,Tucson Unified District,779681.1635547961,457899.0153839639
103216810,2457 N SILVER MOSAIC DR,155488.0,243560.0,242937.0,SILVER MOSAIC,DR,0.0,0.0,TUC,0.0,2003-09-17,32.251549922,-111.015866285,0.0,155488.0,1.0,PC DSD GIS,P,N SILVER MOSAIC DR,N,SILVE,SILVER MOSAIC DR,2457.0,,E131333,978475.0,456412.0,TUCSON,85745,POINT (778681.6880396943 456370.3779154446),20151670095,201503,167450,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-06-16,Tucson Unified District,778681.6880396943,456370.37791544455
103216950,2495 N SILVER MOSAIC DR,154381.0,244700.0,244076.0,SILVER MOSAIC,DR,0.0,0.0,TUC,0.0,2003-09-17,32.2523184285,-111.016090785,0.0,154381.0,1.0,PC DSD GIS,P,N SILVER MOSAIC DR,N,SILVE,SILVER MOSAIC DR,2495.0,,E131333,978403.0,456691.0,TUCSON,85745,POINT (778609.9491182526 456649.3723637435),20151120513,201503,130000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-22,Tucson Unified District,778609.9491182526,456649.37236374355
103217270,2786 N BELL HOLLOW PL,145856.0,253334.0,252664.0,BELL HOLLOW,PL,0.0,0.0,TUC,0.0,2005-04-28,32.2578692496,-111.020019925,0.0,145856.0,1.0,PC DSD GIS,P,N BELL HOLLOW PL,N,BELL,BELL HOLLOW PL,2786.0,,E131333,977171.0,458700.0,TUCSON,85745,POINT (777378.4769604108 458658.5451585151),20153030033,201509,170000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-10-30,Tucson Unified District,777378.4769604108,458658.5451585151
104060250,1875 W GARDNER LN,119373.0,280227.0,279471.0,GARDNER,LN,0.0,0.0,TUC,0.0,2000-02-19,32.2811383381,-111.006257966,0.0,119373.0,1.0,PC DSD GIS,P,W GARDNER LN,W,GARDN,GARDNER LN,1875.0,,E131322,981354.0,467201.0,TUCSON,85705,POINT (781561.1609238617 467159.5508904714),20151050138,201503,89000,Commercial/Industrial,Unknown,Warranty Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,No,No,No,2015-04-15,Flowing Wells Unified District,781561.1609238617,467159.55089047144
104060540,1850 W PRICE ST,119896.0,279692.0,278935.0,PRICE,ST,0.0,0.0,TUC,0.0,2004-08-27,32.2804789969,-111.00566454,0.0,119896.0,1.0,PC DSD GIS,P,W PRICE ST,W,PRICE,PRICE ST,1850.0,,E131322,981539.0,466963.0,TUCSON,85705,POINT (781746.5872443155 466921.2441796201),20153341107,201511,150000,Commercial/Industrial,Unknown,Warranty Deed,Other,Good Sale,No,No,No,No,2015-11-30,Flowing Wells Unified District,781746.5872443155,466921.24417962006
104060550,1840 W PRICE ST,119836.0,279753.0,278994.0,PRICE,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2805474005,-111.005382757,0.0,119836.0,1.0,PC DSD GIS,P,W PRICE ST,W,PRICE,PRICE ST,1840.0,,E131322,981626.0,466988.0,TUCSON,85705,POINT (781833.4621267408 466946.8693317886),20153341107,201511,150000,Commercial/Industrial,Unknown,Warranty Deed,Other,Good Sale,No,No,No,No,2015-11-30,Flowing Wells Unified District,781833.4621267408,466946.8693317886
104071240,1462 W LA PASADITA ST,119815.0,279774.0,279015.0,LA PASADITA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2805089223,-110.996971222,0.0,119815.0,1.0,PC DSD GIS,P,W LA PASADITA ST,W,LA PA,LA PASADITA ST,1462.0,,E131322,984226.0,466997.0,TUCSON,85705,POINT (784433.175283271 466955.0700666704),20150210146,201501,75111,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-01-21,Flowing Wells Unified District,784433.175283271,466955.07006667036
